,Adresse,Année,Code Commune,Nom Commune,Segment de client,Code Département,Code Région,Nombre de logements,Consommation annuelle totale de l'adresse (MWh),Consommation annuelle moyenne par logement de l'adresse (MWh),Consommation annuelle moyenne de la commune (MWh)
2057,6 AVENUE DE NICE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,20,28.359,1.418,3.97
2058,24 CHEMIN DE SAINT LAURENT,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,30,50.919,1.697,3.97
2059,3 CHEMIN DE SAINT LAURENT,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,23,41.394,1.8,3.97
2060,47 CHEMIN DE SAINTE COLOMBE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,11,117.278,10.662,3.97
2061,29 CHEMIN DE SAINTE COLOMBE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,23,150.835,6.558,3.97
2062,51 AVENUE DE VERDUN,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,31,100.295,3.235,3.97
2063,1 AVENUE DE VERDUN,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,14,28.163,2.012,3.97
2064,29 AVENUE DE VILLENEUVE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,28,59.242,2.116,3.97
2065,105 AVENUE DES ALPES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,29,129.153,4.454,3.97
2066,17 CHEMIN DES AMANDIERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,35,117.976,3.371,3.97
2067,9 ALLEE DES BOULEAUX,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,49,182.085,3.716,3.97
2068,30 AVENUE DES BREGUIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,14,25.035,1.788,3.97
2069,13 ALLEE DES BUGADIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,30,43.121,1.437,3.97
2070,11 ALLEE DES BUGADIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,19,42.977,2.262,3.97
2071,5 ALLEE DES BUGADIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,18,27.333,1.518,3.97
2072,17 CHEMIN DES COLLES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,18,92.331,5.129,3.97
2073,17 CHEMIN DES ESPARTES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,23,168.696,7.335,3.97
2074,7 IMPASSE DES ESPARTES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,25,125.814,5.033,3.97
2075,8 CHEMIN DES GRANDS PLANS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,15,61.174,4.078,3.97
2076,3 CHEMIN DES GRANDS PLANS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,15,40.413,2.694,3.97
2077,14 ALLEE DES JONCS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,35,46.42,1.326,3.97
2078,19 AVENUE DES MIMOSAS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,16,22.212,1.388,3.97
2079,17 AVENUE DES MIMOSAS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,17,25.95,1.526,3.97
2080,33 CHEMIN DES NOISETIERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,19,102.011,5.369,3.97
2081,15 CHEMIN DES NOISETIERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,14,92.185,6.585,3.97
2082,16 AVENUE DES ORANGERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,16,30.895,1.931,3.97
2083,14 AVENUE DES ORANGERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,15,25.009,1.667,3.97
2084,11 AVENUE DES ORANGERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,24,64.516,2.688,3.97
2085,40 CHEMIN DES PETITS PLANS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,12,17.646,1.47,3.97
2086,30 CHEMIN DES PETITS PLANS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,68,231.803,3.409,3.97
2087,22 ALLEE DES PINS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,27,55.172,2.043,3.97
2088,9 ALLEE DES PINS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,26,39.772,1.53,3.97
2089,7 ALLEE DES PINS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,37,62.381,1.686,3.97
2090,3 B ALLEE DES PRUNIERS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,65,283.092,4.355,3.97
2091,24 CHEMIN DES SALLES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,12,80.347,6.696,3.97
2092,7 CHEMIN DES TRAVAILS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,14,56.058,4.004,3.97
2093,1 CHEMIN DES TRAVAILS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,12,63.33,5.278,3.97
2094,72 AVENUE DES TUILIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,67,90.673,1.353,3.97
2095,10 AVENUE DES TUILIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,12,20.807,1.734,3.97
2096,4 AVENUE DES TUILIERES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,12,27.623,2.302,3.97
2097,25 AVENUE DES VESPINS,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,31,91.496,2.951,3.97
2098,29 AVENUE DES VIOLETTES,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,44,105.058,2.388,3.97
2099,10 CRS DU 11 NOVEMBRE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,15,50.609,3.374,3.97
2100,4 CRS DU 11 NOVEMBRE,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,16,65.527,4.095,3.97
2101,11 RUE DU CHEVALIER MARTIN,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,26,110.954,4.267,3.97
2102,2 MONTEE DU COTEAU,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,13,56.934,4.38,3.97
2103,4 RUE DU GENDARME DESCLAIR,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,17,41.973,2.469,3.97
2104,15 RUE DU GENERAL BERENGER,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,11,36.271,3.297,3.97
2105,2 AVENUE DU GENERAL LECLERC,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,18,64.165,3.565,3.97
2106,101 CHEMIN DU VAL FLEURI,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,34,160.748,4.728,3.97
2107,90 CHEMIN DU VAL FLEURI,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,10,38.56,3.856,3.97
2108,72 CHEMIN DU VAL FLEURI,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,31,85.692,2.764,3.97
2109,28 CHEMIN DU VAL FLEURI,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,91,338.514,3.72,3.97
2110,21 CHEMIN DU VALLON DES VAUX,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,49,96.779,1.975,3.97
2111,3 RUE FERDINAND DECONCHY,2019,6027,Cagnes-sur-Mer,RESIDENTIEL,6.0,93.0,17,82.34,4.844,3.97
2112,23 AVENUE JUSTINIA,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,36,183.131,5.087,3.062
2113,3 RUE LA FONTAINE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,11,22.15,2.014,3.062
2114,7 RUE LACOUR,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,82,71.993,0.878,3.062
2115,3 RUE LACOUR,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,91,157.368,1.729,3.062
2116,20 RUE MEYNADIER,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,14,35.648,2.546,3.062
2117,274 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,99,225.017,2.273,3.062
2118,163 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,41,225.294,5.495,3.062
2119,153 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,14,19.806,1.415,3.062
2120,151 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,110,398.724,3.625,3.062
2121,87 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,12,43.44,3.62,3.062
2122,41 AVENUE MICHEL JOURDAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,15,54.136,3.609,3.062
2123,2 RUE MONTAIGNE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,10,24.435,2.443,3.062
2124,25 BOULEVARD MONTFLEURY,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,47,94.839,2.018,3.062
2125,3 AVENUE MONTROSE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,34,55.244,1.625,3.062
2126,2 RUE MOZART,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,27,42.657,1.58,3.062
2127,25 RUE PASTEUR,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,17,72.343,4.255,3.062
2128,68 AVENUE PIERRE DE COUBERTIN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,28,105.33,3.762,3.062
2129,32 AVENUE PIERRE DE COUBERTIN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,27,69.927,2.59,3.062
2130,56 AVENUE PRINCE DE GALLES,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,30,124.149,4.138,3.062
2131,3 AVENUE PRINCE DE GALLES,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,16,64.959,4.06,3.062
2132,9 RUE RENE DE CHATEAUBRIAND,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,81,177.489,2.191,3.062
2133,34 RUE RENE DUNAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,24,43.593,1.816,3.062
2134,26 RUE RENE DUNAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,23,44.282,1.925,3.062
2135,20 RUE RENE DUNAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,23,43.05,1.872,3.062
2136,15 RUE ROUAZE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,18,21.192,1.177,3.062
2137,45 AVENUE SAINT JEAN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,12,62.701,5.225,3.062
2138,19 QUAI SAINT PIERRE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,15,63.267,4.218,3.062
2139,42 AVENUE SAINTE MARGUERITE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,43,60.357,1.404,3.062
2140,33 AVENUE SAINTE MARGUERITE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,129,240.83,1.867,3.062
2141,32 AVENUE SAINTE ROSALIE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,12,56.998,4.75,3.062
2142,4 RUE SERGENT BOBILLOT,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,35,100.976,2.885,3.062
2143,24 RUE SHAKESPEARE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,28,105.041,3.751,3.062
2144,15 RUE SHAKESPEARE,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,15,40.194,2.68,3.062
2145,8 AVENUE STEPHEN LIEGEARD,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,14,48.282,3.449,3.062
2146,24 RUE VICTOR COUSIN,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,24,52.727,2.197,3.062
2147,4 AVENUE VICTOR HUGO,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,14,41.523,2.966,3.062
2148,12 RUE VOLTA,2019,6029,Cannes,RESIDENTIEL,6.0,93.0,25,51.871,2.075,3.062
2149,56 RUE DESIRE THOISON,2019,77061,Cannes-Écluse,RESIDENTIEL,77.0,11.0,10,69.178,6.918,6.906
2150,17 RUE DE L ARAMON,2019,66038,Canohès,RESIDENTIEL,66.0,76.0,22,136.761,6.216,5.99
2151,2 AVENUE EL CRUSAT,2019,66038,Canohès,RESIDENTIEL,66.0,76.0,23,79.925,3.475,5.99
2152,1 RUE CAMILLE PISSARRO,2019,76157,Canteleu,RESIDENTIEL,76.0,28.0,79,119.572,1.514,2.955
2153,14 BOULEVARD DU MARECHAL LECLERC,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,11,11.798,1.073,3.002
2154,8 ALLEE DU PARC SAINT NICOLAS,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,14,29.885,2.135,3.002
2155,65 ALLEE DU PAVILLON,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,14,28.474,2.034,3.002
2156,13 RUE DU PRE NEUF,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,16,22.651,1.416,3.002
2157,5 RUE EMILE BONNET,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,19,57.633,3.033,3.002
2158,2 A RUE EMILIEN CABUCHET,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,15,86.976,5.798,3.002
2159,1 RUE GENERAL DEBENEY,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,19,26.647,1.402,3.002
2160,22 RUE GENERAL DELESTRAINT,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,14,16.613,1.187,3.002
2161,2 RUE GOUNOD,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,28,90.666,3.238,3.002
2162,5 RUE GUSTAVE DORE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,13,21.675,1.667,3.002
2163,9 RUE HELENE BOUCHER,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,20.023,2.002,3.002
2164,6 RUE HELENE BOUCHER,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,21.591,2.159,3.002
2165,9 T QUAI HENRI GROBOZ,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,48,170.957,3.562,3.002
2166,63 AVENUE JEAN JAURES,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,47.608,4.761,3.002
2167,18 AVENUE JEAN MARIE VERNE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,19,18.702,0.984,3.002
2168,14 AVENUE JEAN MARIE VERNE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,17.963,1.796,3.002
2169,4 RUE JOANNES SON,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,20,37.519,1.876,3.002
2170,2 RUE LALANDE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,12,76.396,6.366,3.002
2171,4 RUE LANGEVIN,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,17.948,1.795,3.002
2172,20 RUE LITTRE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,20,43.969,2.198,3.002
2173,1 RUE LOUIS BLERIOT,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,19,20.9,1.1,3.002
2174,1 RUE LOUIS BRAILLE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,11,29.274,2.661,3.002
2175,55 AVENUE MAGINOT,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,40,131.517,3.288,3.002
2176,43 AVENUE MAGINOT,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,58,65.815,1.135,3.002
2177,6 RUE MARIA GERAL,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,32,264.235,8.257,3.002
2178,6 PLACE MARYSE BASTIE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,35.712,3.571,3.002
2179,5 RUE MOLIERE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,21,20.73,0.987,3.002
2180,4 RUE NICOLAS FARET,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,12,31.754,2.646,3.002
2181,5 RUE PAUL VERLAINE,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,43.213,4.321,3.002
2182,42 RUE PIERRE TERRASSON,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,19,19.959,1.05,3.002
2183,8 RUE RABELAIS,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,27,87.187,3.229,3.002
2184,12 RUE ROBERT SCHUMAN,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,10,18.587,1.859,3.002
2185,17 BOULEVARD SAINT NICOLAS,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,18,24.739,1.374,3.002
2186,34 A BOULEVARD SAINT NICOLAS,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,12,18.647,1.554,3.002
2187,13 ALLEE VINCENT BENONY,2019,1053,Bourg-en-Bresse,RESIDENTIEL,1.0,84.0,18,21.804,1.211,3.002
2188,11 RUE ALBERT CAMUS,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,33.072,2.756,3.453
2189,1 PASSAGE ALIXIA,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,14,58.992,4.214,3.453
2190,11 AVENUE ARISTIDE BRIAND,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,77,128.694,1.671,3.453
2191,2 AVENUE ARISTIDE BRIAND,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,10,65.81,6.581,3.453
2192,21 B RUE ARNOUX,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,21.763,1.814,3.453
2193,9 RUE AUGUSTE DEMMLER,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,17,153.807,9.047,3.453
2194,2 RUE BRUN,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,43.107,3.592,3.453
2195,13 RUE DE DINEUR,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,59.126,4.927,3.453
2196,5 RUE DE DINEUR,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,22,37.2,1.691,3.453
2197,5 RUE DE FONTENAY,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,22,121.649,5.53,3.453
2198,1 RUE DE FONTENAY,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,14,70.499,5.036,3.453
2199,73 RUE DE LA BIEVRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,137.63,11.469,3.453
2200,5 RUE DE LA BIEVRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,20,82.105,4.105,3.453
2201,10 AVENUE DE LA REPUBLIQUE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,18.581,1.239,3.453
2202,1 RUE DE LISIEUX,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,11,8.16,0.742,3.453
2203,6 RESIDENCE DE NORMANDIE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,10,20.0,2.0,3.453
2204,26 AVENUE DES COTTAGES,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,23.686,1.579,3.453
2205,23 AVENUE DES COTTAGES,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,10,17.678,1.768,3.453
2206,10 RUE DES ROSIERS,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,16,76.743,4.796,3.453
2207,23 T AVENUE DU CHATEAU,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,18,43.919,2.44,3.453
2208,149 AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,72.003,6.0,3.453
2209,145 AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,10,16.393,1.639,3.453
2210,133 AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,24.765,1.651,3.453
2211,76 AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,34,35.456,1.043,3.453
2212,16 AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,105.183,7.012,3.453
2213,173 B AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,16,26.461,1.654,3.453
2214,51 B AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,51.724,3.448,3.453
2215,83 T AVENUE DU GENERAL LECLERC,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,22,46.179,2.099,3.453
2216,15 AVENUE DU LYCEE LAKANAL,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,24,162.537,6.772,3.453
2217,81 BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,16.489,1.099,3.453
2218,79 BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,12,72.165,6.014,3.453
2219,77 BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,13,29.635,2.28,3.453
2220,62 BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,35,54.38,1.554,3.453
2221,25 BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,20,36.032,1.802,3.453
2222,62 B BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,33,53.888,1.633,3.453
2223,60 B BOULEVARD DU MARECHAL JOFFRE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,74,237.097,3.204,3.453
2224,70 AVENUE DU PANORAMA,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,23,146.828,6.384,3.453
2225,24 RUE FERDINAND JAMIN,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,20,70.298,3.515,3.453
2226,2 RUE JACQUES MARGOTTIN,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,16,38.3,2.394,3.453
2227,31 RUE JEAN MERMOZ,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,17,24.854,1.462,3.453
2228,57 RUE JEAN ROGER THORELLE,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,11,14.662,1.333,3.453
2229,29 RUE RAVON,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,15,22.859,1.524,3.453
2230,24 B AVENUE VICTOR HUGO,2019,92014,Bourg-la-Reine,RESIDENTIEL,92.0,11.0,19,115.845,6.097,3.453
2231,21 IMPASSE ANDRE CROS,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,14,21.3,1.521,3.803
2232,24 RUE DE L EGALITE,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,16,28.708,1.794,3.803
2233,73 AVENUE DE LYON,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,10,17.359,1.736,3.803
2234,14 CHEMIN DE SAINT BARTHELEMY,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,62,116.863,1.885,3.803
2235,2 RUE DE SULLY,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,27,81.401,3.015,3.803
2236,17 B RUE DE VERDUN,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,13,26.25,2.019,3.803
2237,15 PASSAGE DU PALOMA,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,12,52.839,4.403,3.803
2238,37 IMPASSE DU PORT,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,13,15.013,1.155,3.803
2239,17 RUE EMILE VIDAL,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,10,17.52,1.752,3.803
2240,15 RUE GAY LUSSAC,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,11,19.497,1.772,3.803
2241,43 AVENUE JEAN MOULIN,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,30,57.422,1.914,3.803
2242,10 B AVENUE JEAN MOULIN,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,10,14.35,1.435,3.803
2243,5 AVENUE JEAN VACHER,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,13,23.976,1.844,3.803
2244,7 RUE MOZART,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,13,20.025,1.54,3.803
2245,18 RUE PIERRE BROSSOLETTE,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,10,10.661,1.066,3.803
2246,14 RUE PIERRE BROSSOLETTE,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,10,19.177,1.918,3.803
2247,11 RUE PIERRE BROSSOLETTE,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,13,44.649,3.435,3.803
2248,9 COTE SAINT PIERRE,2019,26058,Bourg-lès-Valence,RESIDENTIEL,26.0,84.0,27,49.435,1.831,3.803
2249,6 ALLEE DE BELLE ILE,2019,35032,Bourgbarré,RESIDENTIEL,35.0,53.0,12,21.959,1.83,4.569
2250,114 C AVENUE ARNAUD DE VOGUE,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,11,20.211,1.837,3.43
2251,151 RUE BARBES,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,19,35.286,1.857,3.43
2252,4 RUE CAMBOURNAC,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,20,25.844,1.292,3.43
2253,5 RUE CAROLUS,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,11,51.638,4.694,3.43
2254,2 RUE CHARLES VII,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,10,17.322,1.732,3.43
2255,125 D RUE CHARLET,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,16,20.386,1.274,3.43
2256,47 RUE CUVIER,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,14,27.74,1.981,3.43
2257,14 B AVENUE DE GIONNE,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,16,27.622,1.726,3.43
2258,12 B AVENUE DE GIONNE,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,19,27.394,1.442,3.43
2259,4 PLACE DE JURANVILLE,2019,18033,Bourges,RESIDENTIEL,18.0,24.0,52,55.706,1.071,3.43
