,Adresse,Année,Code Commune,Nom Commune,Segment de client,Code Département,Code Région,Nombre de logements,Consommation annuelle totale de l'adresse (MWh),Consommation annuelle moyenne par logement de l'adresse (MWh),Consommation annuelle moyenne de la commune (MWh)
4214,7 RUE ROMAIN ROLLAND,2020,69029,Bron,RESIDENTIEL,69.0,84.0,14,47.857,3.418,2.996
4215,184 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,25,42.702,1.708,2.996
4216,178 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,23,38.778,1.686,2.996
4217,168 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,17,26.476,1.557,2.996
4218,166 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,17,28.291,1.664,2.996
4219,152 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,20,32.676,1.634,2.996
4220,146 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,46,47.806,1.039,2.996
4221,112 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,17,27.484,1.617,2.996
4222,110 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,32,42.079,1.315,2.996
4223,106 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,23,51.309,2.231,2.996
4224,90 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,12,19.831,1.653,2.996
4225,88 AVENUE SAINT EXUPERY,2020,69029,Bron,RESIDENTIEL,69.0,84.0,11,18.225,1.657,2.996
4226,12 RUE SUZANNE MELK,2020,69029,Bron,RESIDENTIEL,69.0,84.0,10,19.368,1.937,2.996
4227,25 RUE YOURI GAGARINE,2020,69029,Bron,RESIDENTIEL,69.0,84.0,10,28.381,2.838,2.996
4228,21 RUE YOURI GAGARINE,2020,69029,Bron,RESIDENTIEL,69.0,84.0,15,20.335,1.356,2.996
4229,28 ALLEE DES BOCAGES,2020,77055,Brou-sur-Chantereine,RESIDENTIEL,77.0,11.0,52,117.466,2.259,3.525
4230,7 ALLEE DES VOSGES,2020,77055,Brou-sur-Chantereine,RESIDENTIEL,77.0,11.0,26,37.375,1.437,3.525
4231,3 RUE GEORGES CLEMENCEAU,2020,77055,Brou-sur-Chantereine,RESIDENTIEL,77.0,11.0,13,42.276,3.252,3.525
4232,1 RUE GEORGES CLEMENCEAU,2020,77055,Brou-sur-Chantereine,RESIDENTIEL,77.0,11.0,11,30.662,2.787,3.525
4233,12 RUE DES VANNEAUX,2020,59110,Brouckerque,RESIDENTIEL,59.0,32.0,12,92.023,7.669,6.487
4234,54 RUE D ALSACE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,17,81.042,4.767,3.454
4235,170 RUE DE BOURGOGNE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,12,48.453,4.038,3.454
4236,7 RUE DE LA LAWE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,15,23.713,1.581,3.454
4237,137 ALLEE DES GENETS,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,23,24.167,1.051,3.454
4238,19 ALLEE DES GENETS,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,17,25.379,1.493,3.454
4239,6 RESIDENCE PIERRE ET MARIE CURIE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,16,19.6,1.225,3.454
4240,5 RESIDENCE PIERRE ET MARIE CURIE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,24,38.725,1.614,3.454
4241,3 RESIDENCE PIERRE ET MARIE CURIE,2020,62178,Bruay-la-Buissière,RESIDENTIEL,62.0,32.0,29,47.156,1.626,3.454
4242,37 RUE DU VEXIN,2020,78113,Brueil-en-Vexin,RESIDENTIEL,78.0,11.0,13,26.197,2.015,9.452
4243,90 RUE ANDRE MESSAGER,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,11,16.479,1.498,4.12
4244,84 RUE ANDRE MESSAGER,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,11,22.798,2.073,4.12
4245,65 RUE ANDRE MESSAGER,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,15,33.057,2.204,4.12
4246,4 RUE AUGUSTE RAVEZ,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,11,20.207,1.837,4.12
4247,145 AVENUE CHARLES DE GAULLE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,69,273.44,3.963,4.12
4248,131 AVENUE CHARLES DE GAULLE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,16,71.107,4.444,4.12
4249,111 AVENUE CHARLES DE GAULLE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,19,27.377,1.441,4.12
4250,14 AVENUE DE L EUROPE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,12,24.438,2.037,4.12
4251,26 RUE DE LA CROIX DU SABLE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,14,56.783,4.056,4.12
4252,3 RUE DES ABRICOTIERS,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,17,25.491,1.499,4.12
4253,1 ALLEE DU CERISIER,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,45,247.428,5.498,4.12
4254,457 ROUTE DU MEDOC,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,14,75.896,5.421,4.12
4255,16 RUE DU PEYOT,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,10,48.755,4.875,4.12
4256,16 RUE DURIN,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,20,84.501,4.225,4.12
4257,3 RUE GABRIEL FAURE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,10,20.632,2.063,4.12
4258,150 AVENUE JEAN JAURES,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,10,50.554,5.055,4.12
4259,10 RUE JEAN LOUIS VILLEMIN,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,29,43.664,1.506,4.12
4260,2 RUE JEANNE LEJEUNE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,25,32.46,1.298,4.12
4261,9 AVENUE MARYSE BASTIE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,18,27.354,1.52,4.12
4262,52 AVENUE PERIE,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,111,300.497,2.707,4.12
4263,28 AVENUE RAYMOND MANAUD,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,27,46.685,1.729,4.12
4264,16 AVENUE RAYMOND MANAUD,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,10,17.844,1.784,4.12
4265,22 RUE SERGE DEJEAN,2020,33075,Bruges,RESIDENTIEL,33.0,75.0,16,66.104,4.131,4.12
4266,1 RUE DE LA VALLEE,2020,31091,Bruguières,RESIDENTIEL,31.0,76.0,19,36.53,1.923,6.133
4267,37 RUE DES SPORTS,2020,31091,Bruguières,RESIDENTIEL,31.0,76.0,15,65.586,4.372,6.133
4268,139 ROUTE DE BRIE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,103,198.495,1.927,4.168
4269,7 ALLEE DE LA GASCOGNE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,11,16.238,1.476,4.168
4270,15 RUE DE LA REPUBLIQUE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,10,42.287,4.229,4.168
4271,9 ALLEE DE PICARDIE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,12,62.821,5.235,4.168
4272,5 ALLEE DE PICARDIE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,19,91.257,4.803,4.168
4273,1 ALLEE DE PICARDIE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,19,90.342,4.755,4.168
4274,10 RUE DE VERDUN,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,15,22.193,1.48,4.168
4275,1 ALLEE DES BICHES,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,20,34.209,1.71,4.168
4276,1 ALLEE DES CHEVREUILS,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,26,37.786,1.453,4.168
4277,12 ALLEE DES DAIMS,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,11,18.57,1.688,4.168
4278,17 AVENUE DES PEUPLIERS,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,15,87.827,5.855,4.168
4279,8 RUE DU CHATEAU DE SOULINS,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,19,35.033,1.844,4.168
4280,148 AVENUE DU GENERAL LECLERC,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,24,30.122,1.255,4.168
4281,6 AVENUE DU GENERAL LECLERC,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,19,31.613,1.664,4.168
4282,6 ALLEE DU MAINE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,11,55.886,5.081,4.168
4283,1 ALLEE DU MAINE,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,10,36.842,3.684,4.168
4284,18 AVENUE DU MARECHAL DAVOUT,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,23,38.927,1.692,4.168
4285,6 AVENUE DU MARECHAL NEY,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,44,107.551,2.444,4.168
4286,28 RUE DU PONT PERRONET,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,18,27.884,1.549,4.168
4287,34 RUE DU REVEILLON,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,25,73.625,2.945,4.168
4288,2 B AVENUE GALLIENI,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,17,26.398,1.553,4.168
4289,27 RUE JEAN XXIII,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,10,14.131,1.413,4.168
4290,9 RUE MONTMARTEL,2020,91114,Brunoy,RESIDENTIEL,91.0,11.0,10,32.212,3.221,4.168
4291,213 AVENUE D ALTKIRCH,2020,68056,Brunstatt-Didenheim,RESIDENTIEL,68.0,44.0,15,13.854,0.924,4.434
4292,408 C AVENUE D ALTKIRCH,2020,68056,Brunstatt-Didenheim,RESIDENTIEL,68.0,44.0,15,75.627,5.042,4.434
4293,6 RUE DES ECLUSES,2020,68056,Brunstatt-Didenheim,RESIDENTIEL,68.0,44.0,12,20.116,1.676,4.434
4294,84 D RUE DES VALLONS,2020,68056,Brunstatt-Didenheim,RESIDENTIEL,68.0,44.0,12,17.422,1.452,4.434
4295,22 RUE DU MOULIN,2020,69031,Brussieu,RESIDENTIEL,69.0,84.0,10,44.56,4.456,6.819
4296,25 AVENUE DE LATTRE DE TASSIGNY,2020,88078,Bruyères,RESIDENTIEL,88.0,44.0,19,62.337,3.281,4.038
4297,7 RESIDENCE DES ORMES,2020,91115,Bruyères-le-Châtel,RESIDENTIEL,91.0,11.0,10,28.267,2.827,5.717
4298,25 RUE GASPARD MONGE,2020,91115,Bruyères-le-Châtel,RESIDENTIEL,91.0,11.0,10,22.828,2.283,5.717
4299,5 RUE GASPARD MONGE,2020,91115,Bruyères-le-Châtel,RESIDENTIEL,91.0,11.0,10,20.737,2.074,5.717
4300,2 RUE GASPARD MONGE,2020,91115,Bruyères-le-Châtel,RESIDENTIEL,91.0,11.0,10,14.881,1.488,5.717
4301,17 B AVENUE ALPHONSE LEGAULT,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,19,84.815,4.464,3.883
4302,2 RUE D IROISE,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,26,33.909,1.304,3.883
4303,5 SQUARE DE KER FLEURI,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,11,57.298,5.209,3.883
4304,3 SQUARE DE KER FLEURI,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,11,47.406,4.31,3.883
4305,2 SQUARE DE KER FLEURI,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,13,66.13,5.087,3.883
4306,2 MAIL DE L ILE AUX MOINES,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,25,37.145,1.486,3.883
4307,37 AVENUE DE LA CHAISE,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,20,131.674,6.584,3.883
4308,1 RUE DE LA RABINE,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,29,45.439,1.567,3.883
4309,2 RUE DES CADRANS,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,29,93.571,3.227,3.883
4310,3 RUE DES CHARMILLES,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,12,18.57,1.547,3.883
4311,1 RUE DES CHARMILLES,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,31,143.736,4.637,3.883
4312,17 SQUARE DES CHATELIERS,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,15,16.054,1.07,3.883
4313,16 SQUARE DES CHATELIERS,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,15,15.622,1.041,3.883
4314,8 ALLEE DU VAU GAILLARD,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,29,42.952,1.481,3.883
4315,10 RUE HENRI QUEFFELEC,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,11,8.137,0.74,3.883
4316,6 RUE HENRI QUEFFELEC,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,15,23.874,1.592,3.883
4317,13 RUE LOUIS ARMAND,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,63,120.834,1.918,3.883
4318,11 PLACE MARCEL PAGNOL,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,19,21.008,1.106,3.883
4319,44 BOULEVARD PASTEUR,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,12,21.628,1.802,3.883
4320,21 RUE PER JAKEZ HELIAS,2020,35047,Bruz,RESIDENTIEL,35.0,53.0,16,27.453,1.716,3.883
4321,18 RUE DE CHERBOURG,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,10,41.98,4.198,4.922
4322,34 RUE DE LA CROIX AUX BICHES,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,74,166.502,2.25,4.922
4323,6 PLACE DE LA FONTAINE,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,15,102.859,6.857,4.922
4324,34 AVENUE DE RIGNY,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,13,44.85,3.45,4.922
4325,19 RUE DES PILOTES,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,10,41.758,4.176,4.922
4326,14 RUE DU 4E ZOUAVES,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,17,34.506,2.03,4.922
4327,4 RUE DU FOUR,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,24,163.589,6.816,4.922
4328,74 BOULEVARD DU GENERAL GALLIENI,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,16,34.455,2.153,4.922
4329,30 BOULEVARD DU GENERAL GALLIENI,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,12,45.046,3.754,4.922
4330,15 BOULEVARD DU GENERAL GALLIENI,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,12,16.06,1.338,4.922
4331,10 RUE FAVIER,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,10,17.322,1.732,4.922
4332,6 RUE HENRI CAHN,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,18,103.854,5.77,4.922
4333,3 RUE HENRI CAHN,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,19,110.993,5.842,4.922
4334,89 QUAI LOUIS FERBER,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,12,70.996,5.916,4.922
4335,61 QUAI LOUIS FERBER,2020,94015,Bry-sur-Marne,RESIDENTIEL,94.0,11.0,16,31.65,1.978,4.922
4336,5 RUE DU DOCTEUR ROUX,2020,35037,Bréal-sous-Montfort,RESIDENTIEL,35.0,53.0,12,63.195,5.266,5.455
4337,9 SQUARE DU TRAM,2020,35037,Bréal-sous-Montfort,RESIDENTIEL,35.0,53.0,16,25.467,1.592,5.455
4338,17 RUE DU VIEUX LAVOIR,2020,35037,Bréal-sous-Montfort,RESIDENTIEL,35.0,53.0,36,212.01,5.889,5.455
4339,8 RUE RAOUL FOLLEREAU,2020,35037,Bréal-sous-Montfort,RESIDENTIEL,35.0,53.0,12,52.297,4.358,5.455
4340,14 ROUTE DE BREHAIN LA COUR,2020,54096,Bréhain-la-Ville,RESIDENTIEL,54.0,44.0,21,140.182,6.675,8.036
4341,4 RUE AL LANNOG,2020,29017,Brélès,RESIDENTIEL,29.0,53.0,14,94.632,6.759,6.647
4342,16 RUE ANATOLE FRANCE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,50,211.178,4.224,4.044
4343,5 RUE ANATOLE FRANCE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,17,112.788,6.635,4.044
4344,11 RUE CAMILLE HEBERT,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,38,167.988,4.421,4.044
4345,1 B AVENUE CHARLES DE GAULLE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,15,31.213,2.081,4.044
4346,22 AVENUE CLAUDE LEVI STRAUSS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,36,69.016,1.917,4.044
4347,20 AVENUE CLAUDE LEVI STRAUSS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,43,64.509,1.5,4.044
4348,6 RUE D ESTIENNE D ORVES,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,14,72.097,5.15,4.044
4349,29 RUE DANIELLE CASANOVA,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,71,108.482,1.528,4.044
4350,19 RUE DANIELLE CASANOVA,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,25,57.179,2.287,4.044
4351,3 RUE DE COSSIGNY,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,15,72.974,4.865,4.044
4352,31 B RUE DE COSSIGNY,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,28,168.716,6.026,4.044
4353,2 AVENUE DE LA COMMUNE DE PARIS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,28,47.752,1.705,4.044
4354,13 RUE DE LA GARDE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,11,19.432,1.767,4.044
4355,5 SQUARE DES CANARIS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,20,52.855,2.643,4.044
4356,4 SQUARE DES CANARIS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,20,40.529,2.026,4.044
4357,9 RUE DES ECOLES,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,10,22.573,2.257,4.044
4358,5 RUE DES ECOLES,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,10,18.049,1.805,4.044
4359,13 SQUARE DES MOUETTES,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,20,49.281,2.464,4.044
4360,7 SQUARE DES PINSONS,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,20,35.667,1.783,4.044
4361,1 IMPASSE DU COLONEL ROZANOFF,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,32,57.722,1.804,4.044
4362,12 RUE DU DOCTEUR BABIN,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,10,18.713,1.871,4.044
4363,15 RUE DU GENERAL LECLERC,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,19,92.68,4.878,4.044
4364,28 PLACE FEDERICO GARCIA LORCA,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,24,41.452,1.727,4.044
4365,9 RUE GEORGES CHARPAK,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,20,30.005,1.5,4.044
4366,5 RUE LEON BLUM,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,12,86.893,7.241,4.044
4367,1 RUE LOUIS BONTE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,15,44.465,2.964,4.044
4368,45 AVENUE LUCIEN CLAUSE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,31,73.261,2.363,4.044
4369,48 RUE MARCEL DASSAULT,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,15,30.508,2.034,4.044
4370,19 AVENUE MARGUERITE YOURCENAR,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,30,52.433,1.748,4.044
4371,3 RUE PIERRE MENDES FRANCE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,11,71.135,6.467,4.044
4372,3 RUE ROBERT AZAMBOURG,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,15,84.794,5.653,4.044
4373,11 AVENUE ROGER CHAMBONNET,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,22,112.389,5.109,4.044
4374,5 AVENUE ROGER CHAMBONNET,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,35,171.581,4.902,4.044
4375,51 AVENUE SALVADOR ALLENDE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,141,286.399,2.031,4.044
4376,11 AVENUE SALVADOR ALLENDE,2020,91103,Brétigny-sur-Orge,RESIDENTIEL,91.0,11.0,10,51.812,5.181,4.044
4377,11 ALLEE DES TOITS DE BUC,2020,78117,Buc,RESIDENTIEL,78.0,11.0,11,85.225,7.748,4.948
4378,18 RUE DU HARAS,2020,78117,Buc,RESIDENTIEL,78.0,11.0,22,45.27,2.058,4.948
4379,412 RUE LOUIS BLERIOT,2020,78117,Buc,RESIDENTIEL,78.0,11.0,18,87.324,4.851,4.948
4380,1 RUE MARIE THERESE DE CLINCHAMP,2020,78117,Buc,RESIDENTIEL,78.0,11.0,16,67.152,4.197,4.948
4381,1 RUE DES TONNELIERS,2020,78118,Buchelay,RESIDENTIEL,78.0,11.0,10,17.031,1.703,5.712
4382,1 RUE DIERVILLE,2020,62181,Bucquoy,RESIDENTIEL,62.0,32.0,11,19.496,1.772,6.438
4383,54 RUE JULIE DAUBIE,2020,88079,Bulgnéville,RESIDENTIEL,88.0,44.0,12,109.908,9.159,4.784
4384,17 B RUE DE LA POTERNE,2020,69032,Bully,RESIDENTIEL,69.0,84.0,12,64.127,5.344,7.389
4385,1 B RUE DE CONDE,2020,62186,Bully-les-Mines,RESIDENTIEL,62.0,32.0,14,23.728,1.695,3.885
4386,38 RUE RHIN ET DANUBE,2020,62186,Bully-les-Mines,RESIDENTIEL,62.0,32.0,10,14.299,1.43,3.885
4387,57 RUE CHARLES DE GAULLE,2020,91122,Bures-sur-Yvette,RESIDENTIEL,91.0,11.0,17,26.819,1.578,5.116
4388,28 RUE CHARLES DE GAULLE,2020,91122,Bures-sur-Yvette,RESIDENTIEL,91.0,11.0,13,29.478,2.268,5.116
4389,3 IMPASSE DE LA STATION,2020,91122,Bures-sur-Yvette,RESIDENTIEL,91.0,11.0,29,41.287,1.424,5.116
4390,24 RUE DU ROYAUME,2020,91122,Bures-sur-Yvette,RESIDENTIEL,91.0,11.0,16,156.871,9.804,5.116
4391,4 A RUE DE CERNAY,2020,68059,Burnhaupt-le-Bas,RESIDENTIEL,68.0,44.0,18,35.507,1.973,5.145
4392,11 RUE DU GRAND BALLON,2020,68060,Burnhaupt-le-Haut,RESIDENTIEL,68.0,44.0,10,14.615,1.461,5.941
4393,5 RUE ALAIN PEYREFITTE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,19,47.822,2.517,3.741
4394,12 AVENUE ANDRE MALRAUX,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,16,30.024,1.877,3.741
4395,4 AVENUE ANDRE MALRAUX,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,11,19.236,1.749,3.741
4396,56 BOULEVARD ANTOINE GIROUST,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,27,146.584,5.429,3.741
4397,7 RUE ARISTIDE MAILLOL,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,24,74.354,3.098,3.741
4398,4 RUE ARISTIDE MAILLOL,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,37,111.944,3.026,3.741
4399,4 RUE BERNARD PALISSY,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,17,47.073,2.769,3.741
4400,2 RUE BERNARD PALISSY,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,26,52.232,2.009,3.741
4401,4 RUE CAMILLE CLAUDEL,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,17,37.239,2.191,3.741
4402,3 RUE CESAR,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,12,32.058,2.671,3.741
4403,1 RUE CESAR,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,12,23.458,1.955,3.741
4404,12 RUE CLAUDE NICOLAS LEDOUX,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,17,40.099,2.359,3.741
4405,6 RUE CLAUDE NICOLAS LEDOUX,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,15,32.136,2.142,3.741
4406,4 RUE DE L AVIATEUR MARTEL,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,33,172.837,5.237,3.741
4407,11 RUE DE L HERMINE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,27,48.603,1.8,3.741
4408,1 RUE DE L HERMINE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,21,42.344,2.016,3.741
4409,4 RUE DE LA RESISTANCE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,24,56.019,2.334,3.741
4410,31 BOULEVARD DE LAGNY,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,13,21.464,1.651,3.741
4411,3 RUE DES CHALANDS,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,10,16.437,1.644,3.741
4412,33 BOULEVARD DES GENETS,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,33,80.23,2.431,3.741
4413,24 BOULEVARD DES GENETS,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,14,32.537,2.324,3.741
4414,18 BOULEVARD DES GENETS,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,11,23.634,2.149,3.741
4415,47 AVENUE DU GENERAL DE GAULLE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,21,63.929,3.044,3.741
4416,46 AVENUE DU GENERAL DE GAULLE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,21,56.253,2.679,3.741
4417,35 AVENUE DU GENERAL DE GAULLE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,18,38.013,2.112,3.741
4418,26 AVENUE DU GENERAL DE GAULLE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,26,52.18,2.007,3.741
4419,14 AVENUE DU GENERAL DE GAULLE,2020,77058,Bussy-Saint-Georges,RESIDENTIEL,77.0,11.0,35,103.635,2.961,3.741
